Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Extremadura;De 35 a 44 años;Mujeres;2008;16.568,42
Extremadura;De 35 a 44 años;Hombres;2024;25.150,19
Extremadura;De 35 a 44 años;Hombres;2023;23.220,01
Extremadura;De 35 a 44 años;Hombres;2022;23.190,36
Extremadura;De 35 a 44 años;Hombres;2021;21.496,26
Extremadura;De 35 a 44 años;Hombres;2020;21.396,54
Extremadura;De 35 a 44 años;Hombres;2019;21.788,60
Extremadura;De 35 a 44 años;Hombres;2018;21.291,16
Extremadura;De 35 a 44 años;Hombres;2017;20.839,76
Extremadura;De 35 a 44 años;Hombres;2016;20.967,24
Extremadura;De 35 a 44 años;Hombres;2015;21.691,22
Extremadura;De 35 a 44 años;Hombres;2014;20.432,58
Extremadura;De 35 a 44 años;Hombres;2013;21.184,52
Extremadura;De 35 a 44 años;Hombres;2012;21.531,63
Extremadura;De 35 a 44 años;Hombres;2011;21.578,06
Extremadura;De 35 a 44 años;Hombres;2010;21.066,14
Extremadura;De 35 a 44 años;Hombres;2009;20.572,87
Extremadura;De 35 a 44 años;Hombres;2008;19.551,17
Extremadura;De 45 a 54 años;Ambos sexos;2024;26.093,87
Extremadura;De 45 a 54 años;Ambos sexos;2023;24.858,17
Extremadura;De 45 a 54 años;Ambos sexos;2022;23.202,02
Extremadura;De 45 a 54 años;Ambos sexos;2021;23.227,95
Extremadura;De 45 a 54 años;Ambos sexos;2020;21.699,48
Extremadura;De 45 a 54 años;Ambos sexos;2019;21.515,45
Extremadura;De 45 a 54 años;Ambos sexos;2018;21.451,54
Extremadura;De 45 a 54 años;Ambos sexos;2017;21.609,36
Extremadura;De 45 a 54 años;Ambos sexos;2016;21.226,56
Extremadura;De 45 a 54 años;Ambos sexos;2015;21.451,06
Extremadura;De 45 a 54 años;Ambos sexos;2014;20.724,62
Extremadura;De 45 a 54 años;Ambos sexos;2013;21.693,08
Extremadura;De 45 a 54 años;Ambos sexos;2012;22.346,10
Extremadura;De 45 a 54 años;Ambos sexos;2011;22.381,77
Extremadura;De 45 a 54 años;Ambos sexos;2010;21.580,78
Extremadura;De 45 a 54 años;Ambos sexos;2009;22.110,70
Extremadura;De 45 a 54 años;Ambos sexos;2008;21.396,14
Extremadura;De 45 a 54 años;Mujeres;2024;24.097,91
Extremadura;De 45 a 54 años;Mujeres;2023;22.421,07
Extremadura;De 45 a 54 años;Mujeres;2022;21.467,84
Extremadura;De 45 a 54 años;Mujeres;2021;21.454,19
Extremadura;De 45 a 54 años;Mujeres;2020;19.979,96
Extremadura;De 45 a 54 años;Mujeres;2019;19.679,80
Extremadura;De 45 a 54 años;Mujeres;2018;19.182,44
Extremadura;De 45 a 54 años;Mujeres;2017;19.882,41
Extremadura;De 45 a 54 años;Mujeres;2016;18.852,49
Extremadura;De 45 a 54 años;Mujeres;2015;19.004,85
Extremadura;De 45 a 54 años;Mujeres;2014;18.876,35
Extremadura;De 45 a 54 años;Mujeres;2013;17.945,52
Extremadura;De 45 a 54 años;Mujeres;2012;19.756,26
Extremadura;De 45 a 54 años;Mujeres;2011;20.012,45
Extremadura;De 45 a 54 años;Mujeres;2010;19.813,01
Extremadura;De 45 a 54 años;Mujeres;2009;20.554,53
Extremadura;De 45 a 54 años;Mujeres;2008;20.261,76
Extremadura;De 45 a 54 años;Hombres;2024;27.953,44
Extremadura;De 45 a 54 años;Hombres;2023;27.109,69
Extremadura;De 45 a 54 años;Hombres;2022;24.782,89
Extremadura;De 45 a 54 años;Hombres;2021;24.653,63
Extremadura;De 45 a 54 años;Hombres;2020;23.254,42
Extremadura;De 45 a 54 años;Hombres;2019;23.050,61
Extremadura;De 45 a 54 años;Hombres;2018;23.527,63
Extremadura;De 45 a 54 años;Hombres;2017;23.195,49
Extremadura;De 45 a 54 años;Hombres;2016;23.498,65
Extremadura;De 45 a 54 años;Hombres;2015;23.797,81
Extremadura;De 45 a 54 años;Hombres;2014;22.330,70
Extremadura;De 45 a 54 años;Hombres;2013;25.181,34
Extremadura;De 45 a 54 años;Hombres;2012;24.427,73
Extremadura;De 45 a 54 años;Hombres;2011;24.315,11
Extremadura;De 45 a 54 años;Hombres;2010;23.035,98
Extremadura;De 45 a 54 años;Hombres;2009;23.110,46
Extremadura;De 45 a 54 años;Hombres;2008;22.167,76
Extremadura;55 y más años;Ambos sexos;2024;29.924,58
Extremadura;55 y más años;Ambos sexos;2023;28.361,69
Extremadura;55 y más años;Ambos sexos;2022;26.353,76
Extremadura;55 y más años;Ambos sexos;2021;24.666,25
Extremadura;55 y más años;Ambos sexos;2020;24.047,95
Extremadura;55 y más años;Ambos sexos;2019;23.382,84
Extremadura;55 y más años;Ambos sexos;2018;24.226,08
Extremadura;55 y más años;Ambos sexos;2017;23.659,03
Extremadura;55 y más años;Ambos sexos;2016;24.091,30
Extremadura;55 y más años;Ambos sexos;2015;24.638,51
Extremadura;55 y más años;Ambos sexos;2014;24.655,06
Extremadura;55 y más años;Ambos sexos;2013;23.404,91
Extremadura;55 y más años;Ambos sexos;2012;23.382,74
Extremadura;55 y más años;Ambos sexos;2011;22.993,44
Extremadura;55 y más años;Ambos sexos;2010;24.388,47
Extremadura;55 y más años;Ambos sexos;2009;22.018,15
Extremadura;55 y más años;Ambos sexos;2008;21.435,71
Extremadura;55 y más años;Mujeres;2024;28.048,38
Extremadura;55 y más años;Mujeres;2023;26.773,33
Extremadura;55 y más años;Mujeres;2022;26.130,05
Extremadura;55 y más años;Mujeres;2021;23.205,76
Extremadura;55 y más años;Mujeres;2020;22.386,87
Extremadura;55 y más años;Mujeres;2019;-21.356,69
Extremadura;55 y más años;Mujeres;2018;-22.247,33
Extremadura;55 y más años;Mujeres;2017;-21.536,97
Extremadura;55 y más años;Mujeres;2016;-21.437,36
Extremadura;55 y más años;Mujeres;2015;-22.565,37
Extremadura;55 y más años;Mujeres;2014;-21.935,77
Extremadura;55 y más años;Mujeres;2013;-20.329,59
Extremadura;55 y más años;Mujeres;2012;-20.373,62
Extremadura;55 y más años;Mujeres;2011;-20.861,48
Extremadura;55 y más años;Mujeres;2010;-22.005,72
Extremadura;55 y más años;Mujeres;2009;-19.802,01
Extremadura;55 y más años;Mujeres;2008;-19.681,29
Extremadura;55 y más años;Hombres;2024;31.781,68
Extremadura;55 y más años;Hombres;2023;30.041,72
Extremadura;55 y más años;Hombres;2022;26.579,33
Extremadura;55 y más años;Hombres;2021;26.100,61
Extremadura;55 y más años;Hombres;2020;25.577,20
Extremadura;55 y más años;Hombres;2019;25.394,65
Extremadura;55 y más años;Hombres;2018;25.907,84
Extremadura;55 y más años;Hombres;2017;25.764,83
Extremadura;55 y más años;Hombres;2016;26.812,94
Extremadura;55 y más años;Hombres;2015;26.569,02
Extremadura;55 y más años;Hombres;2014;-26.744,88
Extremadura;55 y más años;Hombres;2013;25.900,80
Extremadura;55 y más años;Hombres;2012;-25.261,25
Extremadura;55 y más años;Hombres;2011;-24.290,51
Extremadura;55 y más años;Hombres;2010;-25.725,48
Extremadura;55 y más años;Hombres;2009;-23.274,22
Extremadura;55 y más años;Hombres;2008;-22.247,51
Galicia;Todas las edades;Ambos sexos;2024;26.547,27
Galicia;Todas las edades;Ambos sexos;2023;25.279,15
Galicia;Todas las edades;Ambos sexos;2022;24.169,68
Galicia;Todas las edades;Ambos sexos;2021;23.305,86
Galicia;Todas las edades;Ambos sexos;2020;22.834,66
Galicia;Todas las edades;Ambos sexos;2019;22.177,40
Galicia;Todas las edades;Ambos sexos;2018;22.244,59
Galicia;Todas las edades;Ambos sexos;2017;21.605,88
Galicia;Todas las edades;Ambos sexos;2016;21.082,12
Galicia;Todas las edades;Ambos sexos;2015;20.624,55
Galicia;Todas las edades;Ambos sexos;2014;20.195,89
Galicia;Todas las edades;Ambos sexos;2013;19.824,66
Galicia;Todas las edades;Ambos sexos;2012;19.389,20
Galicia;Todas las edades;Ambos sexos;2011;19.970,29
Galicia;Todas las edades;Ambos sexos;2010;20.241,99
Galicia;Todas las edades;Ambos sexos;2009;19.806,66
Galicia;Todas las edades;Ambos sexos;2008;19.156,41
Galicia;Todas las edades;Mujeres;2024;24.551,26
Galicia;Todas las edades;Mujeres;2023;23.153,78
Galicia;Todas las edades;Mujeres;2022;21.912,75
Galicia;Todas las edades;Mujeres;2021;20.904,37
Galicia;Todas las edades;Mujeres;2020;20.446,53
Galicia;Todas las edades;Mujeres;2019;19.818,26
Galicia;Todas las edades;Mujeres;2018;19.543,17
Galicia;Todas las edades;Mujeres;2017;18.833,53
Galicia;Todas las edades;Mujeres;2016;18.294,47
Galicia;Todas las edades;Mujeres;2015;18.093,26
Galicia;Todas las edades;Mujeres;2014;17.797,03
Galicia;Todas las edades;Mujeres;2013;17.258,21
Galicia;Todas las edades;Mujeres;2012;16.727,15
Galicia;Todas las edades;Mujeres;2011;17.291,96
Galicia;Todas las edades;Mujeres;2010;17.691,11
Galicia;Todas las edades;Mujeres;2009;17.342,32
Galicia;Todas las edades;Mujeres;2008;16.646,42
Galicia;Todas las edades;Hombres;2024;28.637,65
Galicia;Todas las edades;Hombres;2023;27.479,85
Galicia;Todas las edades;Hombres;2022;26.626,89
Galicia;Todas las edades;Hombres;2021;25.794,19
Galicia;Todas las edades;Hombres;2020;25.276,16
Galicia;Todas las edades;Hombres;2019;24.542,83
Galicia;Todas las edades;Hombres;2018;24.826,91
Galicia;Todas las edades;Hombres;2017;24.321,64
Galicia;Todas las edades;Hombres;2016;23.774,21
Galicia;Todas las edades;Hombres;2015;23.189,76
Galicia;Todas las edades;Hombres;2014;22.505,05
Galicia;Todas las edades;Hombres;2013;22.522,55
Galicia;Todas las edades;Hombres;2012;22.059,69
Galicia;Todas las edades;Hombres;2011;22.381,85
Galicia;Todas las edades;Hombres;2010;22.626,21
Galicia;Todas las edades;Hombres;2009;21.829,80
Galicia;Todas las edades;Hombres;2008;21.105,60
Galicia;Menos de 25 años;Ambos sexos;2024;-14.168,90
Galicia;Menos de 25 años;Ambos sexos;2023;-14.187,52
Galicia;Menos de 25 años;Ambos sexos;2022;-13.247,57
Galicia;Menos de 25 años;Ambos sexos;2021;-12.127,66
Galicia;Menos de 25 años;Ambos sexos;2020;-11.487,57
Galicia;Menos de 25 años;Ambos sexos;2019;-11.416,28
Galicia;Menos de 25 años;Ambos sexos;2018;-11.382,22
Galicia;Menos de 25 años;Ambos sexos;2017;-11.549,08
Galicia;Menos de 25 años;Ambos sexos;2016;-9.675,90
Galicia;Menos de 25 años;Ambos sexos;2015;-10.343,81
Galicia;Menos de 25 años;Ambos sexos;2014;-11.539,30
Galicia;Menos de 25 años;Ambos sexos;2013;-9.145,56
Galicia;Menos de 25 años;Ambos sexos;2012;-10.048,29
Galicia;Menos de 25 años;Ambos sexos;2011;-11.295,96
Galicia;Menos de 25 años;Ambos sexos;2010;12.865,26
Galicia;Menos de 25 años;Ambos sexos;2009;-11.652,94
Galicia;Menos de 25 años;Ambos sexos;2008;11.705,63
Galicia;Menos de 25 años;Mujeres;2024;-11.443,06
Galicia;Menos de 25 años;Mujeres;2023;-11.577,01
Galicia;Menos de 25 años;Mujeres;2022;-11.973,19
Galicia;Menos de 25 años;Mujeres;2021;..
Galicia;Menos de 25 años;Mujeres;2020;..
Galicia;Menos de 25 años;Mujeres;2019;-10.398,08
Galicia;Menos de 25 años;Mujeres;2018;..
Galicia;Menos de 25 años;Mujeres;2017;..
Galicia;Menos de 25 años;Mujeres;2016;..
Galicia;Menos de 25 años;Mujeres;2015;-9.200,34
Galicia;Menos de 25 años;Mujeres;2014;-11.161,81
Galicia;Menos de 25 años;Mujeres;2013;..
Galicia;Menos de 25 años;Mujeres;2012;-9.321,65
Galicia;Menos de 25 años;Mujeres;2011;-9.756,22
Galicia;Menos de 25 años;Mujeres;2010;-10.470,80
Galicia;Menos de 25 años;Mujeres;2009;-9.347,15
Galicia;Menos de 25 años;Mujeres;2008;-9.203,81
Galicia;Menos de 25 años;Hombres;2024;-16.795,46
Galicia;Menos de 25 años;Hombres;2023;-16.627,53
Galicia;Menos de 25 años;Hombres;2022;-14.613,48
Galicia;Menos de 25 años;Hombres;2021;-14.266,29
Galicia;Menos de 25 años;Hombres;2020;-13.692,39
Galicia;Menos de 25 años;Hombres;2019;-12.146,80
Galicia;Menos de 25 años;Hombres;2018;-12.984,01
Galicia;Menos de 25 años;Hombres;2017;-13.032,51
Galicia;Menos de 25 años;Hombres;2016;-11.392,99
Galicia;Menos de 25 años;Hombres;2015;-11.517,71
Galicia;Menos de 25 años;Hombres;2014;-11.917,63
Galicia;Menos de 25 años;Hombres;2013;..
Galicia;Menos de 25 años;Hombres;2012;-11.122,03
Galicia;Menos de 25 años;Hombres;2011;-12.927,25
Galicia;Menos de 25 años;Hombres;2010;-15.328,28
Galicia;Menos de 25 años;Hombres;2009;-13.317,42
Galicia;Menos de 25 años;Hombres;2008;-13.431,32
Galicia;De 25 a 34 años;Ambos sexos;2024;21.697,55
Galicia;De 25 a 34 años;Ambos sexos;2023;20.076,43
Galicia;De 25 a 34 años;Ambos sexos;2022;19.310,44
Galicia;De 25 a 34 años;Ambos sexos;2021;18.050,14
Galicia;De 25 a 34 años;Ambos sexos;2020;18.156,40
Galicia;De 25 a 34 años;Ambos sexos;2019;17.580,05
Galicia;De 25 a 34 años;Ambos sexos;2018;18.009,29
Galicia;De 25 a 34 años;Ambos sexos;2017;16.931,72
Galicia;De 25 a 34 años;Ambos sexos;2016;16.464,16
Galicia;De 25 a 34 años;Ambos sexos;2015;16.753,69
Galicia;De 25 a 34 años;Ambos sexos;2014;16.311,59
Galicia;De 25 a 34 años;Ambos sexos;2013;16.277,41
Galicia;De 25 a 34 años;Ambos sexos;2012;16.302,92
Galicia;De 25 a 34 años;Ambos sexos;2011;17.035,83
Galicia;De 25 a 34 años;Ambos sexos;2010;17.549,17
Galicia;De 25 a 34 años;Ambos sexos;2009;16.584,66
Galicia;De 25 a 34 años;Ambos sexos;2008;16.169,28
Galicia;De 25 a 34 años;Mujeres;2024;20.457,25
Galicia;De 25 a 34 años;Mujeres;2023;18.435,39
Galicia;De 25 a 34 años;Mujeres;2022;18.388,77
Galicia;De 25 a 34 años;Mujeres;2021;16.142,87
Galicia;De 25 a 34 años;Mujeres;2020;16.144,54
Galicia;De 25 a 34 años;Mujeres;2019;15.623,12
Galicia;De 25 a 34 años;Mujeres;2018;16.263,80
Galicia;De 25 a 34 años;Mujeres;2017;14.870,12
Galicia;De 25 a 34 años;Mujeres;2016;14.720,35
Galicia;De 25 a 34 años;Mujeres;2015;15.726,38
Galicia;De 25 a 34 años;Mujeres;2014;14.035,88
Galicia;De 25 a 34 años;Mujeres;2013;14.956,50
Galicia;De 25 a 34 años;Mujeres;2012;14.749,60
Galicia;De 25 a 34 años;Mujeres;2011;15.036,50
Galicia;De 25 a 34 años;Mujeres;2010;15.733,15
Galicia;De 25 a 34 años;Mujeres;2009;14.603,35
Galicia;De 25 a 34 años;Mujeres;2008;14.342,76
Galicia;De 25 a 34 años;Hombres;2024;22.864,57
Galicia;De 25 a 34 años;Hombres;2023;21.691,56
Galicia;De 25 a 34 años;Hombres;2022;20.121,67
Galicia;De 25 a 34 años;Hombres;2021;19.965,82
Galicia;De 25 a 34 años;Hombres;2020;20.063,71
Galicia;De 25 a 34 años;Hombres;2019;19.576,14
Galicia;De 25 a 34 años;Hombres;2018;19.540,57
Galicia;De 25 a 34 años;Hombres;2017;19.291,54
Galicia;De 25 a 34 años;Hombres;2016;18.375,50
Galicia;De 25 a 34 años;Hombres;2015;17.868,80
Galicia;De 25 a 34 años;Hombres;2014;18.487,11
Galicia;De 25 a 34 años;Hombres;2013;17.928,54
Galicia;De 25 a 34 años;Hombres;2012;18.268,93
Galicia;De 25 a 34 años;Hombres;2011;19.002,28
Galicia;De 25 a 34 años;Hombres;2010;19.464,62
Galicia;De 25 a 34 años;Hombres;2009;18.505,32
Galicia;De 25 a 34 años;Hombres;2008;17.803,73
Galicia;De 35 a 44 años;Ambos sexos;2024;25.989,67
Galicia;De 35 a 44 años;Ambos sexos;2023;25.018,99
Galicia;De 35 a 44 años;Ambos sexos;2022;23.530,95
Galicia;De 35 a 44 años;Ambos sexos;2021;22.650,22
Galicia;De 35 a 44 años;Ambos sexos;2020;22.122,96
Galicia;De 35 a 44 años;Ambos sexos;2019;21.827,32
Galicia;De 35 a 44 años;Ambos sexos;2018;21.392,25
Galicia;De 35 a 44 años;Ambos sexos;2017;21.258,51
Galicia;De 35 a 44 años;Ambos sexos;2016;20.619,09
Galicia;De 35 a 44 años;Ambos sexos;2015;20.223
Galicia;De 35 a 44 años;Ambos sexos;2014;20.342,08
Galicia;De 35 a 44 años;Ambos sexos;2013;19.825,83
Galicia;De 35 a 44 años;Ambos sexos;2012;19.756,18
Galicia;De 35 a 44 años;Ambos sexos;2011;20.442,97
Galicia;De 35 a 44 años;Ambos sexos;2010;20.941,94
Galicia;De 35 a 44 años;Ambos sexos;2009;20.101,83
Galicia;De 35 a 44 años;Ambos sexos;2008;19.554,66
Galicia;De 35 a 44 años;Mujeres;2024;23.846,73
Galicia;De 35 a 44 años;Mujeres;2023;23.225,32
Galicia;De 35 a 44 años;Mujeres;2022;21.220,49
Galicia;De 35 a 44 años;Mujeres;2021;20.264,56
Galicia;De 35 a 44 años;Mujeres;2020;19.873,32
Galicia;De 35 a 44 años;Mujeres;2019;19.897,57
Galicia;De 35 a 44 años;Mujeres;2018;19.194,72
Galicia;De 35 a 44 años;Mujeres;2017;18.998,69
Galicia;De 35 a 44 años;Mujeres;2016;18.277,70
Galicia;De 35 a 44 años;Mujeres;2015;18.052,62
Galicia;De 35 a 44 años;Mujeres;2014;18.408,30
Galicia;De 35 a 44 años;Mujeres;2013;17.164,89
Galicia;De 35 a 44 años;Mujeres;2012;17.056,08
Galicia;De 35 a 44 años;Mujeres;2011;17.487,36
Galicia;De 35 a 44 años;Mujeres;2010;18.715,29
Galicia;De 35 a 44 años;Mujeres;2009;17.511,96
Galicia;De 35 a 44 años;Mujeres;2008;16.872,02
Galicia;De 35 a 44 años;Hombres;2024;28.371,51
Galicia;De 35 a 44 años;Hombres;2023;26.858
Galicia;De 35 a 44 años;Hombres;2022;26.312,22
Galicia;De 35 a 44 años;Hombres;2021;25.051,82
Galicia;De 35 a 44 años;Hombres;2020;24.503,14
Galicia;De 35 a 44 años;Hombres;2019;23.887,95
Galicia;De 35 a 44 años;Hombres;2018;23.614,12
Galicia;De 35 a 44 años;Hombres;2017;23.468,28
Galicia;De 35 a 44 años;Hombres;2016;22.969,13
Galicia;De 35 a 44 años;Hombres;2015;22.624,14
Galicia;De 35 a 44 años;Hombres;2014;22.363,59
Galicia;De 35 a 44 años;Hombres;2013;22.695,41
Galicia;De 35 a 44 años;Hombres;2012;22.370,94
Galicia;De 35 a 44 años;Hombres;2011;23.155,87
Galicia;De 35 a 44 años;Hombres;2010;22.975,70
Galicia;De 35 a 44 años;Hombres;2009;22.452,59
Galicia;De 35 a 44 años;Hombres;2008;21.974,38
Galicia;De 45 a 54 años;Ambos sexos;2024;28.103,03
Galicia;De 45 a 54 años;Ambos sexos;2023;27.138,31
Galicia;De 45 a 54 años;Ambos sexos;2022;25.989,77
Galicia;De 45 a 54 años;Ambos sexos;2021;25.107,66
Galicia;De 45 a 54 años;Ambos sexos;2020;24.574,88
Galicia;De 45 a 54 años;Ambos sexos;2019;24.592,56
Galicia;De 45 a 54 años;Ambos sexos;2018;25.172,24
Galicia;De 45 a 54 años;Ambos sexos;2017;23.144,25
Galicia;De 45 a 54 años;Ambos sexos;2016;23.183,93
Galicia;De 45 a 54 años;Ambos sexos;2015;22.594,86
Galicia;De 45 a 54 años;Ambos sexos;2014;22.360,79
Galicia;De 45 a 54 años;Ambos sexos;2013;21.843,02
Galicia;De 45 a 54 años;Ambos sexos;2012;21.637,63
Galicia;De 45 a 54 años;Ambos sexos;2011;22.230,94
Galicia;De 45 a 54 años;Ambos sexos;2010;22.446,06
Galicia;De 45 a 54 años;Ambos sexos;2009;22.517,04
Galicia;De 45 a 54 años;Ambos sexos;2008;22.489,56
Galicia;De 45 a 54 años;Mujeres;2024;25.604,42
Galicia;De 45 a 54 años;Mujeres;2023;24.376,79
Galicia;De 45 a 54 años;Mujeres;2022;23.522,56
Galicia;De 45 a 54 años;Mujeres;2021;22.335,11
Galicia;De 45 a 54 años;Mujeres;2020;22.020,92
Galicia;De 45 a 54 años;Mujeres;2019;21.680,73
Galicia;De 45 a 54 años;Mujeres;2018;21.584,92
Galicia;De 45 a 54 años;Mujeres;2017;19.962,06
Galicia;De 45 a 54 años;Mujeres;2016;19.938,93
Galicia;De 45 a 54 años;Mujeres;2015;19.247,51
Galicia;De 45 a 54 años;Mujeres;2014;19.621,39
Galicia;De 45 a 54 años;Mujeres;2013;19.013,03
Galicia;De 45 a 54 años;Mujeres;2012;18.702,15
Galicia;De 45 a 54 años;Mujeres;2011;19.184,48
Galicia;De 45 a 54 años;Mujeres;2010;19.289,73
Galicia;De 45 a 54 años;Mujeres;2009;19.897,28
Galicia;De 45 a 54 años;Mujeres;2008;19.615,53
Galicia;De 45 a 54 años;Hombres;2024;30.696,95
Galicia;De 45 a 54 años;Hombres;2023;30.031,13
Galicia;De 45 a 54 años;Hombres;2022;28.701,53
Galicia;De 45 a 54 años;Hombres;2021;27.952,95
Galicia;De 45 a 54 años;Hombres;2020;27.126,71
Galicia;De 45 a 54 años;Hombres;2019;27.431,71
Galicia;De 45 a 54 años;Hombres;2018;28.820,66
Galicia;De 45 a 54 años;Hombres;2017;26.359,75
Galicia;De 45 a 54 años;Hombres;2016;26.161,33
Galicia;De 45 a 54 años;Hombres;2015;25.747,53
Galicia;De 45 a 54 años;Hombres;2014;24.841,74
Galicia;De 45 a 54 años;Hombres;2013;24.497,82
Galicia;De 45 a 54 años;Hombres;2012;24.383,70
Galicia;De 45 a 54 años;Hombres;2011;24.873,53
Galicia;De 45 a 54 años;Hombres;2010;25.274,54
Galicia;De 45 a 54 años;Hombres;2009;24.310,39
Galicia;De 45 a 54 años;Hombres;2008;24.438,79
Galicia;55 y más años;Ambos sexos;2024;29.600,27
Galicia;55 y más años;Ambos sexos;2023;28.380,13
Galicia;55 y más años;Ambos sexos;2022;27.331,52
Galicia;55 y más años;Ambos sexos;2021;25.928,37
Galicia;55 y más años;Ambos sexos;2020;26.028,72
Galicia;55 y más años;Ambos sexos;2019;24.633,85
Galicia;55 y más años;Ambos sexos;2018;24.995,96
Galicia;55 y más años;Ambos sexos;2017;24.435,03
Galicia;55 y más años;Ambos sexos;2016;24.110,24
Galicia;55 y más años;Ambos sexos;2015;23.669,27
Galicia;55 y más años;Ambos sexos;2014;23.483,49
Galicia;55 y más años;Ambos sexos;2013;22.896,04
Galicia;55 y más años;Ambos sexos;2012;22.094,75
Galicia;55 y más años;Ambos sexos;2011;23.936,70
